id,name,team_name,team_id,position,price,ownership,expected_minutes,expected_gw_points,value,fixture_next3,next5_avg_difficulty,xgi_proxy,transfer_score,captain_score,differential_score,recommendation
347,Nmecha,Leeds,13,FWD,5.5,0.6,90.0,1.8,0.3273,0.5,2.8,0.883,3.59,2.518,5.594,AVOID
204,Mitchell,Crystal Palace,8,DEF,4.5,6.7,90.0,1.649,0.3664,0.417,3.0,0.412,3.581,1.313,4.645,AVOID
454,Elanga,Newcastle,17,MID,6.0,0.7,85.0,1.924,0.3207,0.417,3.0,0.339,3.577,2.157,5.627,AVOID
385,Trafford,Leeds,13,GKP,5.0,2.8,60.0,1.733,0.3466,0.5,2.8,0.05,3.561,1.146,4.919,AVOID
429,Rashford,Man Utd,16,MID,7.0,1.5,55.0,1.619,0.2313,0.667,2.8,0.0,3.554,1.611,4.932,AVOID
263,Kevin,Fulham,10,MID,5.5,0.1,85.0,1.832,0.3331,0.417,3.6,0.268,3.532,2.024,5.596,AVOID
268,King,Fulham,10,MID,5.5,0.2,85.0,1.832,0.3331,0.417,3.6,0.313,3.527,2.049,5.585,AVOID
109,Verbruggen,Brighton,5,GKP,4.5,19.0,90.0,1.9,0.4222,0.5,3.0,0.05,3.527,1.371,4.14,AVOID
264,Bobb,Fulham,10,MID,5.5,0.3,85.0,1.832,0.3331,0.417,3.6,0.357,3.523,2.073,5.575,AVOID
7,Lewis-Skelly,Arsenal,1,MID,5.5,0.5,85.0,1.832,0.3331,0.417,3.2,0.03,3.514,1.893,5.553,AVOID
333,Bornauw,Leeds,13,DEF,4.5,0.0,90.0,1.7,0.3778,0.5,2.8,0.021,3.506,1.314,5.51,AVOID
114,Boscagli,Brighton,5,DEF,4.5,0.2,90.0,1.7,0.3778,0.5,3.0,0.052,3.497,1.319,5.488,AVOID
546,Adingra,Sunderland,20,MID,5.0,0.3,90.0,1.59,0.318,0.667,3.2,0.097,3.495,1.806,5.416,AVOID
34,Pau,Aston Villa,2,DEF,4.5,0.3,90.0,1.7,0.3778,0.5,3.0,0.172,3.493,1.339,5.478,AVOID
33,Mings,Aston Villa,2,DEF,4.5,0.3,90.0,1.7,0.3778,0.5,3.0,0.172,3.493,1.339,5.478,AVOID
545,Sadiki,Sunderland,20,MID,5.0,0.4,90.0,1.59,0.318,0.667,3.2,0.289,3.49,1.912,5.405,AVOID
330,Bogle,Leeds,13,DEF,4.5,0.5,90.0,1.7,0.3778,0.5,2.8,0.519,3.484,1.395,5.456,AVOID
332,Justin,Leeds,13,DEF,4.5,0.6,90.0,1.7,0.3778,0.5,2.8,0.299,3.48,1.359,5.446,AVOID
579,Araujo,Liverpool,14,DEF,5.5,1.4,55.0,1.574,0.2862,0.583,2.6,0.0,3.479,1.117,4.869,AVOID
90,Hickey,Brentford,4,DEF,4.5,0.1,85.0,1.654,0.3676,0.583,3.0,0.061,3.468,1.292,5.447,AVOID
116,Dunk,Brighton,5,DEF,4.5,0.9,90.0,1.7,0.3778,0.5,3.0,0.239,3.467,1.35,5.414,AVOID
352,Woodman,Liverpool,14,GKP,4.0,1.1,55.0,1.5,0.375,0.583,2.6,0.05,3.465,0.997,4.865,AVOID
508,Davies,Spurs,19,DEF,4.0,1.0,60.0,1.4,0.35,0.583,2.8,0.056,3.455,1.018,4.833,AVOID
506,Udogie,Spurs,19,DEF,4.5,0.5,85.0,1.654,0.3676,0.583,2.8,0.09,3.451,1.297,5.404,AVOID
98,Janelt,Brentford,4,MID,5.0,0.1,90.0,1.545,0.309,0.583,3.0,0.309,3.376,1.84,5.297,AVOID
522,Gray,Spurs,19,MID,5.0,0.2,90.0,1.545,0.309,0.583,2.8,0.279,3.372,1.824,5.287,AVOID
255,J.Cuenca,Fulham,10,DEF,4.5,0.0,90.0,1.649,0.3664,0.417,3.6,0.058,3.372,1.255,5.36,AVOID
273,Phillips,Hull City,11,GKP,4.0,1.8,55.0,1.5,0.375,0.5,3.2,0.05,3.368,0.977,4.732,AVOID
206,Chadi Riad,Crystal Palace,8,DEF,4.5,0.1,90.0,1.649,0.3664,0.417,3.0,0.046,3.367,1.253,5.349,AVOID
518,P.M.Sarr,Spurs,19,MID,5.0,0.4,90.0,1.545,0.309,0.583,2.8,0.274,3.363,1.821,5.265,AVOID
147,Tosin,Chelsea,6,DEF,4.5,0.2,90.0,1.649,0.3664,0.417,3.0,0.05,3.363,1.254,5.338,AVOID
151,Acheampong,Chelsea,6,DEF,4.5,0.3,90.0,1.649,0.3664,0.417,3.0,0.075,3.359,1.258,5.328,AVOID
256,Tete,Fulham,10,DEF,4.5,0.3,90.0,1.649,0.3664,0.417,3.6,0.238,3.359,1.285,5.328,AVOID
31,Konsa,Aston Villa,2,DEF,4.5,15.0,90.0,1.7,0.3778,0.5,3.0,0.186,3.356,1.341,3.91,AVOID
269,Sessegnon,Fulham,10,DEF,4.5,0.4,90.0,1.649,0.3664,0.417,3.6,0.34,3.354,1.301,5.317,AVOID
548,Rigg,Sunderland,20,MID,5.0,0.1,85.0,1.502,0.3004,0.667,3.2,0.179,3.347,1.731,5.25,AVOID
551,Angulo,Sunderland,20,MID,5.0,0.1,85.0,1.502,0.3004,0.667,3.2,0.089,3.347,1.682,5.25,AVOID
257,Bassey,Fulham,10,DEF,4.5,0.7,90.0,1.649,0.3664,0.417,3.6,0.205,3.341,1.279,5.285,AVOID
37,Lindelöf,Aston Villa,2,DEF,4.5,0.2,85.0,1.606,0.3569,0.5,3.0,0.038,3.334,1.227,5.291,AVOID
474,Jair Cunha,Nott'm Forest,18,DEF,4.5,0.3,85.0,1.606,0.3569,0.5,3.0,0.033,3.329,1.226,5.281,AVOID
38,A.García,Aston Villa,2,DEF,4.0,1.7,55.0,1.4,0.35,0.5,3.0,0.001,3.319,0.974,4.673,AVOID
251,Lecomte,Fulham,10,GKP,4.0,1.4,55.0,1.5,0.375,0.417,3.6,0.05,3.318,0.958,4.716,AVOID
277,Egan,Hull City,11,DEF,4.0,1.9,55.0,1.4,0.35,0.5,3.2,0.0,3.311,0.974,4.651,AVOID
555,Matthews,Crystal Palace,8,GKP,4.0,1.7,55.0,1.5,0.375,0.417,3.0,0.05,3.305,0.958,4.684,AVOID
36,Maatsen,Aston Villa,2,DEF,4.5,0.9,85.0,1.606,0.3569,0.5,3.0,0.365,3.303,1.281,5.217,AVOID
167,Delap,Chelsea,6,FWD,5.5,0.5,85.0,1.649,0.2998,0.417,3.0,0.476,3.29,2.03,5.249,AVOID
271,Muniz,Fulham,10,FWD,5.5,0.6,85.0,1.649,0.2998,0.417,3.6,0.345,3.286,1.945,5.238,AVOID
556,Targett,Hull City,11,DEF,4.0,2.8,55.0,1.4,0.35,0.5,3.2,0.0,3.272,0.974,4.555,AVOID
362,Jacquet,Liverpool,14,DEF,5.0,2.1,55.0,1.4,0.28,0.583,2.6,0.0,3.266,0.994,4.547,AVOID
111,Steele,Brighton,5,GKP,4.0,4.4,55.0,1.5,0.375,0.5,3.0,0.05,3.255,0.977,4.455,AVOID
46,Barkley,Aston Villa,2,MID,5.0,0.2,90.0,1.5,0.3,0.5,3.0,0.284,3.245,1.746,5.147,AVOID
47,Kamara,Aston Villa,2,MID,5.0,0.2,90.0,1.5,0.3,0.5,3.0,0.136,3.245,1.665,5.147,AVOID
339,Longstaff,Leeds,13,MID,5.0,0.2,90.0,1.5,0.3,0.5,2.8,0.31,3.245,1.761,5.147,AVOID
345,Tanaka,Leeds,13,MID,5.0,0.3,90.0,1.5,0.3,0.5,2.8,0.283,3.241,1.746,5.136,AVOID
64,Smith,Bournemouth,3,DEF,4.5,0.1,90.0,1.598,0.3551,0.333,3.6,0.023,3.233,1.186,5.199,AVOID
488,Sangaré,Nott'm Forest,18,MID,5.0,0.8,90.0,1.5,0.3,0.5,3.0,0.296,3.219,1.753,5.083,AVOID
149,Colwill,Chelsea,6,DEF,5.0,1.7,60.0,1.423,0.2846,0.417,3.0,0.012,3.218,0.987,4.541,AVOID
146,B.Badiashile,Chelsea,6,DEF,4.5,0.0,85.0,1.557,0.346,0.417,3.0,0.006,3.211,1.161,5.166,AVOID
258,Castagne,Fulham,10,DEF,4.5,0.3,85.0,1.557,0.346,0.417,3.6,0.297,3.198,1.209,5.134,AVOID
304,O'Shea,Ipswich Town,12,DEF,4.0,3.0,55.0,1.4,0.35,0.417,3.2,0.0,3.196,0.955,4.476,AVOID
334,Muharemović,Leeds,13,DEF,5.0,2.4,55.0,1.4,0.28,0.5,2.8,0.0,3.186,0.974,4.456,AVOID
148,Hato,Chelsea,6,DEF,4.5,0.6,85.0,1.557,0.346,0.417,3.0,0.091,3.185,1.175,5.102,AVOID
152,Palestra,Chelsea,6,DEF,5.5,2.6,55.0,1.482,0.2695,0.417,3.0,0.0,3.177,1.011,4.466,AVOID
58,Forster,Bournemouth,3,GKP,4.0,3.2,55.0,1.5,0.375,0.333,3.6,0.05,3.174,0.938,4.466,AVOID
504,Vuskovic,Brighton,5,DEF,5.0,2.7,55.0,1.4,0.28,0.5,3.0,0.0,3.173,0.974,4.424,AVOID
171,Dovin,Coventry City,7,GKP,4.0,2.1,55.0,1.5,0.375,0.25,3.4,0.05,3.155,0.919,4.525,AVOID
301,Palmer,Ipswich Town,12,GKP,4.0,5.3,55.0,1.5,0.375,0.417,3.2,0.05,3.149,0.958,4.3,AVOID
497,Dubravka,Spurs,19,GKP,4.0,21.8,90.0,1.5,0.375,0.583,2.8,0.05,3.135,1.104,3.577,AVOID
213,Lerma,Crystal Palace,8,MID,5.0,0.1,90.0,1.455,0.291,0.417,3.0,0.332,3.123,1.694,5.017,AVOID
246,Röhl,Everton,9,MID,5.0,0.1,90.0,1.455,0.291,0.417,3.0,0.102,3.123,1.568,5.017,AVOID
267,Lukić,Ipswich Town,12,MID,5.0,0.1,90.0,1.455,0.291,0.417,3.2,0.414,3.123,1.739,5.017,AVOID
214,Kamada,Crystal Palace,8,MID,5.0,0.3,90.0,1.455,0.291,0.417,3.0,0.488,3.114,1.78,4.996,AVOID
265,Berge,Fulham,10,MID,5.0,0.4,90.0,1.455,0.291,0.417,3.6,0.304,3.11,1.679,4.985,AVOID
456,J.Ramsey,Newcastle,17,MID,5.0,0.4,90.0,1.455,0.291,0.417,3.0,0.265,3.11,1.657,4.985,AVOID
565,Sangaré,Brentford,4,MID,5.5,1.9,55.0,1.259,0.2289,0.583,3.0,0.0,3.106,1.229,4.34,AVOID
305,Davis,Ipswich Town,12,DEF,4.0,5.2,55.0,1.4,0.35,0.417,3.2,0.0,3.101,0.955,4.241,AVOID
487,Dominguez,Nott'm Forest,18,MID,5.0,0.1,85.0,1.417,0.2834,0.5,3.0,0.224,3.1,1.604,4.979,AVOID
35,Bogarde,Aston Villa,2,MID,5.0,0.1,85.0,1.417,0.2834,0.5,3.0,0.02,3.1,1.492,4.979,AVOID
343,James,Leeds,13,MID,5.0,0.1,85.0,1.417,0.2834,0.5,2.8,0.162,3.1,1.57,4.979,AVOID
587,Rulli,Man City,15,GKP,5.0,0.0,55.0,1.637,0.3274,0.583,2.8,0.05,3.09,1.088,5.086,AVOID
441,Obi,Man Utd,16,FWD,4.5,1.2,55.0,1.1,0.2444,0.667,2.8,0.0,3.082,1.115,4.31,AVOID
531,Ellborg,Sunderland,20,GKP,4.5,0.1,60.0,1.5,0.3333,0.667,3.2,0.05,3.062,1.032,4.986,AVOID
270,Reed,Fulham,10,MID,4.5,1.1,60.0,1.2,0.2667,0.417,3.6,0.058,3.05,1.175,4.344,AVOID
394,Alleyne,Man City,15,DEF,5.0,0.0,60.0,1.511,0.3022,0.583,2.8,0.032,3.039,1.094,4.993,AVOID
290,Slater,Hull City,11,MID,4.5,2.4,55.0,1.2,0.2667,0.5,3.2,0.0,3.022,1.148,4.236,AVOID
424,Amass,Man Utd,16,DEF,4.0,0.2,55.0,1.4,0.35,0.667,2.8,0.0,3.018,1.013,4.949,AVOID
353,Pecsi,Liverpool,14,GKP,4.0,0.1,55.0,1.5,0.375,0.583,2.6,0.05,3.008,0.997,4.972,AVOID
355,Davies,Liverpool,14,GKP,4.0,0.1,55.0,1.5,0.375,0.583,2.6,0.05,3.008,0.997,4.972,AVOID
323,McAteer,Ipswich Town,12,MID,4.5,1.4,55.0,1.2,0.2667,0.417,3.2,0.0,2.998,1.125,4.284,AVOID
71,Cook,Bournemouth,3,MID,5.0,0.1,90.0,1.41,0.282,0.333,3.6,0.059,2.996,1.467,4.878,AVOID
495,Austin,Spurs,19,GKP,4.0,0.7,55.0,1.5,0.375,0.583,2.8,0.05,2.982,0.997,4.908,AVOID
215,Devenny,Crystal Palace,8,MID,5.0,0.0,85.0,1.374,0.2748,0.417,3.0,0.277,2.98,1.56,4.854,AVOID
460,Willock,Newcastle,17,MID,5.0,0.1,85.0,1.374,0.2748,0.417,3.0,0.233,2.976,1.536,4.843,AVOID
244,Armstrong,Everton,9,MID,5.0,0.1,85.0,1.374,0.2748,0.417,3.0,0.101,2.976,1.463,4.843,AVOID
243,Alcaraz,Everton,9,MID,5.0,0.1,85.0,1.374,0.2748,0.417,3.0,0.171,2.976,1.502,4.843,AVOID
537,Seelt,Sunderland,20,DEF,4.5,0.0,55.0,1.4,0.3111,0.667,3.2,0.001,2.969,1.013,4.892,AVOID
386,Bettinelli,Man City,15,GKP,4.5,0.0,55.0,1.5,0.3333,0.583,2.8,0.05,2.96,0.997,4.911,AVOID
83,Valdimarsson,Brentford,4,GKP,4.5,0.1,55.0,1.5,0.3333,0.583,3.0,0.05,2.956,0.997,4.9,AVOID
361,Lucky,Liverpool,14,DEF,4.0,0.1,55.0,1.4,0.35,0.583,2.6,0.0,2.955,0.994,4.902,AVOID
365,Ramsay,Liverpool,14,DEF,4.0,0.2,55.0,1.4,0.35,0.583,2.6,0.0,2.951,0.994,4.891,AVOID
259,Diop,Ipswich Town,12,DEF,4.0,18.2,90.0,1.4,0.35,0.417,3.2,0.085,2.949,1.071,3.39,AVOID
511,Souza,Spurs,19,DEF,4.0,0.3,55.0,1.4,0.35,0.583,2.8,0.005,2.947,0.995,4.88,AVOID
91,Pinnock,Brentford,4,DEF,4.5,0.1,60.0,1.4,0.3111,0.583,3.0,0.007,2.937,1.01,4.851,AVOID
533,Mukiele,Sunderland,20,DEF,5.5,2.8,67.5,1.057,0.1922,0.667,3.2,0.427,2.927,0.864,3.959,AVOID
389,Matheus N.,Man City,15,DEF,6.0,3.2,67.5,1.135,0.1892,0.583,2.8,0.257,2.917,0.879,3.958,AVOID
92,Ji-soo,Brentford,4,DEF,4.5,0.0,55.0,1.4,0.3111,0.583,3.0,0.0,2.902,0.994,4.834,AVOID
396,Vitor Reis,Man City,15,DEF,4.5,0.0,55.0,1.4,0.3111,0.583,2.8,0.0,2.902,0.994,4.834,AVOID
199,Benitez,Crystal Palace,8,GKP,4.5,0.1,65.0,1.5,0.3333,0.417,3.0,0.05,2.901,0.987,4.839,AVOID
507,Phillips,Spurs,19,DEF,4.5,0.1,55.0,1.4,0.3111,0.583,2.8,0.0,2.898,0.994,4.823,AVOID
590,Benda,Nott'm Forest,18,GKP,4.5,0.0,55.0,1.5,0.3333,0.5,3.0,0.05,2.894,0.977,4.853,AVOID
395,Lewis,Man City,15,DEF,4.5,0.2,55.0,1.4,0.3111,0.583,2.8,0.158,2.894,1.02,4.812,AVOID
93,Schuster,Brentford,4,DEF,4.5,0.2,55.0,1.4,0.3111,0.583,3.0,0.0,2.894,0.994,4.812,AVOID
581,Diomande,Nott'm Forest,18,DEF,5.5,0.5,55.0,1.528,0.2778,0.5,3.0,0.0,2.893,1.063,4.827,AVOID
284,McCarthy,Hull City,11,DEF,4.0,0.1,55.0,1.4,0.35,0.5,3.2,0.0,2.889,0.974,4.843,AVOID
285,McNair,Hull City,11,DEF,4.0,0.1,55.0,1.4,0.35,0.5,3.2,0.0,2.889,0.974,4.843,AVOID
479,Bindon,Nott'm Forest,18,DEF,4.0,0.2,55.0,1.4,0.35,0.5,3.0,0.0,2.884,0.974,4.833,AVOID
477,Abbott,Nott'm Forest,18,DEF,4.0,0.2,55.0,1.4,0.35,0.5,3.0,0.001,2.884,0.974,4.833,AVOID
476,O.Richards,Nott'm Forest,18,DEF,4.0,0.2,55.0,1.4,0.35,0.5,3.0,0.0,2.884,0.974,4.833,AVOID
585,Herrington,Hull City,11,DEF,4.0,0.4,55.0,1.4,0.35,0.5,3.2,0.0,2.876,0.974,4.811,AVOID
572,Tzolakis,Hull City,11,GKP,4.5,0.4,55.0,1.5,0.3333,0.5,3.2,0.05,2.876,0.977,4.81,AVOID
586,Mendy,Hull City,11,DEF,4.0,0.5,55.0,1.4,0.35,0.5,3.2,0.0,2.871,0.974,4.801,AVOID
252,McNally,Fulham,10,GKP,4.0,0.2,55.0,1.5,0.375,0.417,3.6,0.05,2.87,0.958,4.844,AVOID
464,Wissa,Newcastle,17,FWD,6.0,1.6,55.0,1.186,0.1977,0.417,3.0,0.367,2.869,1.372,4.097,AVOID
280,Coyle,Hull City,11,DEF,4.0,0.6,55.0,1.4,0.35,0.5,3.2,0.0,2.867,0.974,4.79,AVOID
282,Giles,Hull City,11,DEF,4.0,0.8,55.0,1.4,0.35,0.5,3.2,0.0,2.858,0.974,4.769,AVOID
295,McBurnie,Hull City,11,FWD,5.5,1.5,55.0,1.1,0.2,0.5,3.2,0.0,2.858,1.073,4.056,AVOID
39,Nedeljkovic,Aston Villa,2,DEF,4.0,0.8,55.0,1.4,0.35,0.5,3.0,0.0,2.858,0.974,4.769,AVOID
302,Button,Ipswich Town,12,GKP,4.0,0.5,55.0,1.5,0.375,0.417,3.2,0.05,2.857,0.958,4.812,AVOID
569,Gonzalo,Fulham,10,FWD,6.0,1.9,55.0,1.186,0.1977,0.417,3.6,0.0,2.856,1.133,4.065,AVOID
173,Thomas,Coventry City,7,DEF,4.0,7.8,55.0,1.4,0.35,0.25,3.4,0.0,2.855,0.916,3.847,AVOID
279,Ajayi,Hull City,11,DEF,4.0,0.9,55.0,1.4,0.35,0.5,3.2,0.0,2.854,0.974,4.758,AVOID
364,Tsimikas,Liverpool,14,DEF,5.0,0.1,55.0,1.4,0.28,0.583,2.6,0.0,2.852,0.994,4.76,AVOID
321,Walle Egeli,Ipswich Town,12,FWD,4.5,2.1,55.0,1.1,0.2444,0.417,3.2,0.0,2.843,1.051,4.039,AVOID
227,Travers,Everton,9,GKP,5.0,0.0,55.0,1.541,0.3082,0.417,3.0,0.05,2.837,0.984,4.806,AVOID
3,Meslier,Arsenal,1,GKP,5.0,0.0,55.0,1.541,0.3082,0.417,3.2,0.05,2.837,0.984,4.806,AVOID
478,Netz,Nott'm Forest,18,DEF,4.5,0.0,55.0,1.4,0.3111,0.5,3.0,0.041,2.836,0.981,4.775,AVOID
377,Munoz,Liverpool,14,MID,6.5,0.7,55.0,1.448,0.2228,0.583,2.6,0.0,2.836,1.413,4.709,AVOID
119,Costinha,Brighton,5,DEF,4.5,0.0,55.0,1.4,0.3111,0.5,3.0,0.0,2.836,0.974,4.775,AVOID
117,Coppola,Brighton,5,DEF,4.5,0.0,55.0,1.4,0.3111,0.5,3.0,0.001,2.836,0.974,4.775,AVOID
2,Arrizabalaga,Arsenal,1,GKP,5.0,0.1,55.0,1.541,0.3082,0.417,3.2,0.05,2.832,0.984,4.796,AVOID
118,Igor,Brighton,5,DEF,4.5,0.1,55.0,1.4,0.3111,0.5,3.0,0.0,2.831,0.974,4.765,AVOID
228,King,Everton,9,GKP,4.5,0.0,55.0,1.5,0.3333,0.417,3.0,0.05,2.827,0.958,4.794,AVOID
443,Gillespie,Newcastle,17,GKP,4.5,0.0,55.0,1.5,0.3333,0.417,3.0,0.05,2.827,0.958,4.794,AVOID
444,Jaouen,Newcastle,17,GKP,4.5,0.0,55.0,1.5,0.3333,0.417,3.0,0.05,2.827,0.958,4.794,AVOID
560,Penders,Chelsea,6,GKP,4.5,0.1,55.0,1.5,0.3333,0.417,3.0,0.05,2.823,0.958,4.784,AVOID
554,Van Oevelen,Ipswich Town,12,GKP,4.5,0.1,55.0,1.5,0.3333,0.417,3.2,0.05,2.823,0.958,4.784,AVOID
307,Johnson,Ipswich Town,12,DEF,4.0,0.1,55.0,1.4,0.35,0.417,3.2,0.0,2.822,0.955,4.785,AVOID
235,Aznou,Everton,9,DEF,4.0,0.2,55.0,1.4,0.35,0.417,3.0,0.0,2.818,0.955,4.774,AVOID
212,Hughes,Crystal Palace,8,MID,4.5,11.0,85.0,1.2,0.2667,0.417,3.0,0.305,2.816,1.397,3.427,AVOID
439,Šeško,Man Utd,16,FWD,7.0,1.7,67.5,0.946,0.1351,0.667,2.8,0.948,2.814,1.612,3.858,AVOID
567,Horníček,Newcastle,17,GKP,5.0,0.6,55.0,1.541,0.3082,0.417,3.0,0.05,2.811,0.984,4.742,AVOID
234,Patterson,Everton,9,DEF,4.5,0.0,60.0,1.4,0.3111,0.417,3.0,0.007,2.808,0.971,4.745,AVOID
564,Scherpen,Ipswich Town,12,GKP,4.5,0.5,55.0,1.5,0.3333,0.417,3.2,0.05,2.805,0.958,4.741,AVOID
59,Dennis,Bournemouth,3,GKP,4.0,0.2,55.0,1.5,0.375,0.333,3.6,0.05,2.804,0.938,4.786,AVOID
300,Walton,Ipswich Town,12,GKP,4.5,0.6,55.0,1.5,0.3333,0.417,3.2,0.05,2.801,0.958,4.73,AVOID
308,Furlong,Ipswich Town,12,DEF,4.0,0.6,55.0,1.4,0.35,0.417,3.2,0.0,2.8,0.955,4.732,AVOID
303,Kipré,Ipswich Town,12,DEF,4.0,0.6,55.0,1.4,0.35,0.417,3.2,0.0,2.8,0.955,4.732,AVOID
120,Svoboda,Brighton,5,DEF,5.0,0.0,55.0,1.4,0.28,0.5,3.0,0.0,2.79,0.974,4.712,AVOID
306,Greaves,Ipswich Town,12,DEF,4.0,0.9,55.0,1.4,0.35,0.417,3.2,0.0,2.787,0.955,4.7,AVOID
561,Anselmino,Chelsea,6,DEF,4.5,0.0,55.0,1.4,0.3111,0.417,3.0,0.0,2.769,0.955,4.717,AVOID
205,Sosa,Crystal Palace,8,DEF,4.5,0.0,55.0,1.4,0.3111,0.417,3.0,0.011,2.769,0.957,4.717,AVOID
153,Disasi,Chelsea,6,DEF,4.5,0.1,55.0,1.4,0.3111,0.417,3.0,0.0,2.765,0.955,4.706,AVOID
207,Mingueza,Crystal Palace,8,DEF,4.5,0.1,55.0,1.4,0.3111,0.417,3.0,0.0,2.765,0.955,4.706,AVOID
150,M.Sarr,Chelsea,6,DEF,4.5,0.1,55.0,1.4,0.3111,0.417,3.0,0.035,2.765,0.96,4.706,AVOID
577,Tomiyasu,Crystal Palace,8,DEF,4.5,0.2,55.0,1.4,0.3111,0.417,3.0,0.0,2.76,0.955,4.696,AVOID
126,O'Riley,Brighton,5,MID,5.5,0.1,60.0,1.333,0.2424,0.5,3.0,0.139,2.753,1.372,4.632,AVOID
105,Anthony,Brentford,4,MID,6.0,0.2,55.0,1.322,0.2203,0.583,3.0,0.0,2.728,1.29,4.586,AVOID
588,Khalaili,Crystal Palace,8,DEF,5.0,0.0,55.0,1.4,0.28,0.417,3.0,0.0,2.723,0.955,4.654,AVOID
583,Chavarria,Chelsea,6,DEF,5.0,0.1,55.0,1.4,0.28,0.417,3.0,0.0,2.719,0.955,4.643,AVOID
436,Collyer,Man Utd,16,MID,5.0,0.0,55.0,1.2,0.24,0.667,2.8,0.0,2.714,1.194,4.547,AVOID
547,Mundle,Sunderland,20,MID,5.0,0.0,55.0,1.2,0.24,0.667,3.2,0.135,2.714,1.269,4.547,AVOID
434,J.Fletcher,Man Utd,16,MID,5.0,0.0,55.0,1.2,0.24,0.667,2.8,0.005,2.714,1.197,4.547,AVOID
573,Sanchez,Bournemouth,3,DEF,4.5,0.2,55.0,1.4,0.3111,0.333,3.6,0.0,2.694,0.935,4.637,AVOID
181,Brau,Coventry City,7,DEF,4.0,0.0,55.0,1.4,0.35,0.25,3.4,0.0,2.693,0.916,4.679,AVOID
178,Bidwell,Coventry City,7,DEF,4.0,0.1,55.0,1.4,0.35,0.25,3.4,0.0,2.689,0.916,4.668,AVOID
177,Kesler-Hayden,Coventry City,7,DEF,4.0,0.1,55.0,1.4,0.35,0.25,3.4,0.0,2.689,0.916,4.668,AVOID
179,Latibeaudiere,Coventry City,7,DEF,4.0,0.1,55.0,1.4,0.35,0.25,3.4,0.0,2.689,0.916,4.668,AVOID
100,Carvalho,Brentford,4,MID,5.0,0.0,60.0,1.2,0.24,0.583,3.0,0.073,2.687,1.229,4.516,AVOID
378,McConnell,Liverpool,14,MID,4.5,0.2,55.0,1.2,0.2667,0.583,2.6,0.0,2.684,1.171,4.529,AVOID
180,Woolfenden,Coventry City,7,DEF,4.0,0.2,55.0,1.4,0.35,0.25,3.4,0.0,2.684,0.916,4.658,AVOID
383,Elliott,Liverpool,14,MID,5.5,0.1,55.0,1.259,0.2289,0.583,2.6,0.037,2.684,1.249,4.532,AVOID
406,Kovačić,Man City,15,MID,5.5,0.1,55.0,1.259,0.2289,0.583,2.8,0.055,2.684,1.259,4.532,AVOID
370,Chiesa,Liverpool,14,MID,5.5,0.2,55.0,1.259,0.2289,0.583,2.6,0.206,2.679,1.342,4.521,AVOID
172,Wilson,Coventry City,7,GKP,4.5,0.6,55.0,1.5,0.3333,0.25,3.4,0.05,2.668,0.919,4.614,AVOID
174,Kitching,Coventry City,7,DEF,4.0,0.7,55.0,1.4,0.35,0.25,3.4,0.0,2.663,0.916,4.604,AVOID
176,Dasilva,Coventry City,7,DEF,4.0,0.8,55.0,1.4,0.35,0.25,3.4,0.0,2.658,0.916,4.594,AVOID
182,Amenda,Coventry City,7,DEF,4.0,0.8,55.0,1.4,0.35,0.25,3.4,0.0,2.658,0.916,4.594,AVOID
110,Rushworth,Coventry City,7,GKP,4.5,0.9,55.0,1.5,0.3333,0.25,3.4,0.05,2.655,0.919,4.582,AVOID
374,Endo,Liverpool,14,MID,5.0,0.0,55.0,1.2,0.24,0.583,2.6,0.009,2.648,1.176,4.488,AVOID
410,Monga,Man City,15,MID,5.0,0.0,55.0,1.2,0.24,0.583,2.8,0.0,2.648,1.171,4.488,AVOID
407,Echeverri,Man City,15,MID,5.0,0.0,55.0,1.2,0.24,0.583,2.8,0.0,2.648,1.171,4.488,AVOID
566,Silva,Bournemouth,3,DEF,5.0,0.2,55.0,1.4,0.28,0.333,3.6,0.0,2.648,0.935,4.574,AVOID
381,Koumas,Liverpool,14,MID,5.0,0.0,55.0,1.2,0.24,0.583,2.6,0.0,2.648,1.171,4.488,AVOID
408,Phillips,Man City,15,MID,5.0,0.0,55.0,1.2,0.24,0.583,2.8,0.0,2.648,1.171,4.488,AVOID
523,Moore,Spurs,19,MID,5.0,0.2,55.0,1.2,0.24,0.583,2.8,0.0,2.639,1.171,4.467,AVOID
20,Dowman,Arsenal,1,MID,5.5,0.1,60.0,1.293,0.2351,0.417,3.2,0.149,2.634,1.313,4.503,AVOID
288,Dowell,Hull City,11,MID,4.5,0.4,55.0,1.2,0.2667,0.5,3.2,0.0,2.608,1.148,4.449,AVOID
289,Crooks,Hull City,11,MID,4.5,0.6,55.0,1.2,0.2667,0.5,3.2,0.0,2.6,1.148,4.428,AVOID
296,Akintola,Hull City,11,MID,5.0,0.0,55.0,1.2,0.24,0.5,3.2,0.0,2.581,1.148,4.43,AVOID
589,Gourna-Douath,Hull City,11,MID,5.0,0.0,55.0,1.2,0.24,0.5,3.2,0.0,2.581,1.148,4.43,AVOID
292,Ömür,Hull City,11,MID,5.0,0.0,55.0,1.2,0.24,0.5,3.2,0.0,2.581,1.148,4.43,AVOID
135,Yohanna,Brighton,5,MID,5.0,0.1,55.0,1.2,0.24,0.5,3.0,0.0,2.577,1.148,4.419,AVOID
